original_title,3_rand_words,generated _text,original_desc,perplexity,
['how to win the lottery books'],win how the," soells
books on amazon - save on amazon.comal
book of selling - save on amazon.comal
book of sellin","['tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bonewith humor &amp; entertainment books!']",26.13130997,
['violin suzuki book 4'],book suzuki 4," - save on amazon - amazon.com
books on caro
books on cas - amazon - save on rame
books on shelf
mac",['buy violin suzuki book 4 at amazon! free shipping on qualified orders.'],16.25254928,
"['praise book at amazon - millions of titles, new &amp; used']","amazon titles, of","ficial site
books on sale - amazon.com
book of she book - millions of title - amazon.com
book of she",['free shipping on qualified orders.'],69.7063019,
['book shipping mailers at amazon - shop office products'],book - mailers," and story
books on sale
books on she - amazon.com
books on cares
books of mandala
books on she - am","['read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.', 'read reviews on book shipping mailers. compare by price, type & brand.']",62.95202403,
"['the best poems ever - millions of books, new &amp; used']",best the new," - shop lowe - save on ram
macbook protection
books on sape
books on she
book of shelf brown
books o","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",107.1020623,
['animated books at amazon'],animated books amazon," - low priced books - amazon.com
books on card for kids - shop low prices & buy books on amazon.com ","['tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!']",24.99079483,
['books of cartoons'],books of cartoons,"
books on she saie - save big on new - millions of thteners - save on reference - amazon.com
book of","['millions of titles, new &amp; used. free shipping on qualified orders.']",30.20201307,
['blues real book at amazon - official site'],at real official, - save on refereat - save on refereat - save on refereat - save on refereat - save on refereat - sa,"['buy blues real book at amazon. free shipping on qualified orders.', 'buy blues real book at amazon. free shipping on qualified orders.', 'buy blues real book at amazon. free shipping on qualified orders.']",28.24694831,
['judy nunn books at amazon'],at judy nunn," - amazon.comer
books on cd
the bookends
books on cd
the bookends
books on cd
the bookends
books on ","['millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.']",41.81879199,
['cardiac books at amazon - shop books'],books cardiac -," save on reference - amazon.com
books on she - amazon.com
books on she - amazon.com
books on she - a","['free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.']",40.58110863,
['kindle for macbook - amazon.com'],macbook - amazon.com,"
books on card free
books on she sarascay - save on reference - shop low prices & save on real book ","['big savings on kindle for macbook free 2-day shipping w/amazon prime!', 'big savings on kindle for macbook free 2-day shipping w/amazon prime!', 'big savings on kindle for macbook free 2-day shipping w/amazon prime!']",42.76590589,
['billboard book of top 40 hits'],billboard 40 book,"s - save big on niw - millions of thteners - save on reference - amazon.com
book of she book - milli","['tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!', 'tickle your funny bone with humor & entertainment books!', 'tickle your funny bone with humor &amp; entertainment books!']",45.49450044,
['koi fish book at amazon - amazon.com'],amazon amazon.com fish," - amazon.com
books on card for kids - official site
books on she sarascato - save on reference - am","['millions of titles, new &amp; used. free shipping on qualified orders.', 'millions of titles, new &amp; used. free shipping on qualified orders.']",34.20242285,
['kids books ages 9 12 for girls'],books 12 ages, - save on readers - save on readers - save on readers - save on readers - save on readers - save on,"[""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders.""]",31.92228498,
['kickass steelbook - huge selection - rent or buy today'],or rent -, save on amazon - save on amazon - save on amazon - save on amazon - save on amazon - save on amazon,"['new releases, bestsellers &amp; more.', 'new releases, bestsellers &amp; more.', 'new releases, bestsellers &amp; more.', 'new releases, bestsellers &amp; more.']",9.344574756,
['iceland guide books - buy travel guides &amp; travel tales'],guide iceland guides," - amazon.com
books on card free
books on she sarascay - save on reference - shop low prices & save ","['explore the world &amp; save!', 'explore the world &amp; save!', 'explore the world &amp; save!', 'explore the world &amp; save!', 'explore the world &amp; save!', 'explore the world &amp; save!', 'explore the world &amp; save!']",31.74735548,
['leap frog leapreader book - amazon.com'],#NAME?," - amazon.com
book of she book - millions of title - amazon.com
book of she book - millions of title","['save on leap frog leapreader book free shipping on qualified orders.', 'save on leap frog leapreader book free shipping on qualified orders.']",98.41619258,
"['canon camera book - millions of titles, new &amp; used']",&amp; millions of," the - save on reference - amazon.com
book of she book - millions of title - amazon.com
book of she ","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",59.65823745,
['book stops at amazon.com'],at amazon.com stops,"
books on card cover - amazon.com
books on card bdar - millions of titles
shop book shelf spiral - s","['buy book stops at amazon! free shipping on qualified orders.', 'buy book stops at amazon! free shipping on qualified orders.', 'buy book stops at amazon! free shipping on qualified orders.', 'buy book stops at amazon! free shipping on qualified orders.', 'buy book stops at amazon! free shipping on qualified orders.']",54.65801572,
['shop gruffalo - amazon books - official site'],official - site," books
books on sale
macbook pro 13 - save on bmok - millions of breather
books on she - amazon.com
","['browse & discover thousands of childrens book titles, for less.', 'browse & discover thousands of childrens book titles, for less.', 'browse & discover thousands of childrens book titles, for less.', 'browse & discover thousands of childrens book titles, for less.', 'browse & discover thousands of childrens book titles, for less.', 'browse & discover thousands of childrens book titles, for less.']",27.14603349,
['first aid in books - free 2-day shipping w/ amazon prime'],amazon - in," exila cas - amazen - mdw releas
books on amazon - save on amazon.comal
book of selling - save on am","['low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books']",33.25396393,
['devotional workbooks'],devotional workbooks," - save on reference - shop low prices & save on real book - amazon.com
books on card free
books on ","['free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books', 'free 2-day shipping w/ amazon primelow prices on millions of books']",25.37301897,
['alpha book at amazon'],book alpha amazon,".com
books on sale on amazon - low prices on rape
books on sale on amazon - low prices on rape
books","['millions of titles, new &amp; used.free shipping on qualified orders.', 'millions of titles, new &amp; used.free shipping on qualified orders.']",31.1119709,
['hornady handbook 7th edition'],7th hornady handbook," - amazon.com
books on card free
books on she sarascay - save on reference - shop low prices & save ","['buy popular products at amazon! free shipping on qualified orders.', 'buy popular products at amazon! free shipping on qualified orders.', 'buy popular products at amazon! free shipping on qualified orders.', 'buy popular products at amazon! free shipping on qualified orders.', 'buy popular products at amazon! free shipping on qualified orders.']",31.74735548,
['deutsch grammatik - save on reference books'],deutsch books reference," - amazon.com
books on stand on amazon - low priced books for - amazon.com
books on stand on amazon ","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",20.56714336,
['asus zenbook ux 305'],305 asus zenbook,"
books on she sales
books on she sales
books on she sales
books on she sales
books on she sales
book",['top-rated asus zenbook ux 305 free 2-day shipping w/amazon prime!'],219.727722,
['the supercollider book'],the supercollider book,"s - shop low prices & amazon.com
books on card for kids - official site
books on she sarascato - sav","['millions of books, new &amp; usedfree shipping on qualified orders.', 'millions of books, new &amp; usedfree shipping on qualified orders.', 'millions of books, new &amp; usedfree shipping on qualified orders.', 'millions of books, new &amp; usedfree shipping on qualified orders.', 'millions of books, new &amp; usedfree shipping on qualified orders.', 'millions of books, new &amp; usedfree shipping on qualified orders.']",50.35614882,
['solid wood book shelves'],book solid shelves," - amazon.com
book of she saint - save on referen - save on referen - save on referen - save on refe","['everyday low prices, save up to 50% free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.']",29.91028537,
['allrecipes cookbook - amazon.com'],cookbook allrecipes amazon.com," - amazon.com - amazon.com
books on she sarascatic - amazon.com
books on sale on amazon - low priced","['buy books on cooking, food &amp; wine. free shipping on qualified orders.']",28.55153886,
['herb and spice book'],herb and spice,"s
books on she - amazon.com
books on cares
books of mandala
books on she - amazon.com
books on cares","['buy herb and spice book at amazon! free shipping on qualified orders.', 'buy herb and spice book at amazon! free shipping on qualified orders.', 'buy herb and spice book at amazon! free shipping on qualified orders.', 'buy herb and spice book at amazon! free shipping on qualified orders.']",44.59320299,
['vintage lace guest book'],lace guest book,"
books on card - amazon.com
books on she - amazon.com
books on she - amazon.com
books on she - amazo","['everyday low prices, save up to 50% free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.', 'everyday low prices, save up to 50% free shipping on qualified orders.']",37.12498721,
['baby picture album book - vast selection of baby items'],of items book,"s
books on sale - save on readers - save on readers - save on readers - save on readers - save on re","['clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.', 'clothing, toys, supplies, and more.']",59.44700737,
"[""pets book at amazon - save on kids' books for all ages""]",#NAME?," - save on amazon.com
books on sape
books on she
book of shelf brown
books on amazon - save on amazo",['free shipping on qualified orders.'],27.61880081,
['the star trek cookbook - by ethan phillips'],trek - the, art at amazond - save on amazon - amazon. car - amffent - save on amazon - amazon. car - amffent - ,"['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",32.59661506,
['marvel comic coloring books - buy popular products at amazon'],buy books products," - amazon.com
book of she saint - save on referen - save on referen - save on referen - save on refe","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",29.91028537,
['books about multiple sclerosis'],about multiple sclerosis," - save on reference book - official site
books on she sarascatic - official site
books on she saras","['books to suit every method ofstaying healthy', 'books to suit every method ofstaying healthy', 'books to suit every method of staying healthy', 'books to suit every method of staying healthy']",40.83497735,
['weird texas book - amazon.com'],amazon.com texas book," - amazon.com
books on card for kids - shop low prices & buy books on amazon.com - amazon selling bo",['free 2-day shipping w/ amazon prime low prices on millions of books'],41.21807758,
['child notebook at amazon - official site'],at - amazon,".cook
books on sape - save on amazon.comal
book of selling - save on amazon.comal
book of selling - ","['buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.', 'buy child notebook at amazon. free shipping on qualified orders.']",34.2516679,
['oat prep book at amazon - shop books'],#NAME?,"eeson - amazon.com
books on caro
books on cas - amazon - save on rame
books on shelf
macbook pro - s","['free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.', 'free 2-day shipping with amazon prime. low prices on millions of books.']",25.95117886,
['shel silverstein poem books'],silverstein poem shel,"f - save on reference books
books on she sarascay - save on reference books
books on she sarascay - ","[""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders."", ""save on kids' books for all ages. free shipping on qualified orders."", ""save on kids' books for all ages.free shipping on qualified orders.""]",38.40711555,
['dad and daughter book - amazon.com'],amazon.com book dad," - amazon.com
books on card bdar - millions of titles
shop book shelf spiral - save on referen ol am","[""save on kids' books for all ages. free shipping on qualified orders.""]",48.23226175,
['raiders books at amazon - amazon.com'],at amazon.com raiders," - save on reference books
books on she sarascay - save on reference books
books on she sarascay - s",['free 2-day shipping w/ amazon prime low prices on millions of books'],37.97692803,
['golden anniversary guest book - buy popular products at amazon'],products book -," save on read and the book - amazon.com
books on she - amazon.com
books on she - amazon.com
books on","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",33.77296726,
['save on books rumi - amazon official site'],#NAME?,"d - save on amazon.comal
book of selling - save on amazon.comal
book of selling - save on amazon.com","['shop devices, apparel, books, music & more. free shipping on qualified orders.', 'shop devices, apparel, books, music & more. free shipping on qualified orders.']",40.92632667,
"['the lego technic idea book - millions of titles, new & used']",technic - new," yeadin - save on rame
books on shelf
macbook pro - save on rame
books on shelf
macbook pro - save o","['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",37.75200093,
['scrapbook letters stickers - amazon.com'],letters stickers amazon.com,"
books on sale on amazon - official site
books on she sarascatic - official site
books on she sarasc","['buy scrapbook letters stickers at amazon! free shipping on qualified orders.', 'buy scrapbook letters stickers at amazon! free shipping on qualified orders.']",43.36300726,
"['the escoffier cook book - buy books on cooking, food & wine']","on book cooking,"," amazon.com
book of she sareen
books on she sales
books on she sales
books on she sales
books on she",['free shipping on qualified orders.'],185.9393738,
['newsweek book at amazon'],amazon book newsweek," - save on reference - shop low prices & save on real book - amazon.com
books on card free
books on ","['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",25.37301897,
['the cyclothymia workbook - by prentiss price'],cyclothymia the by, - save on refereal - save on referen - save on referen - save on referen - save on referen - save o,"['free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.', 'free shipping on qualified orders.']",24.0634392,
['hardshell macbook pro case'],macbook case hardshell," - official site
books on she sarascato - save on reference - amazon.com
books on card for kids - of",['top-rated hardshell macbook pro case free 2-day shipping w/amazon prime!'],27.01802003,
['touchstone level 2 workbook - save on reference books'],reference on touchstone," - amazon.com
books on stand on amazon - low priced books for - amazon.com
books on stand on amazon ","['free shipping on qualified orders.', 'free shipping on qualified orders.']",20.56714336,
['shop 13 inch air macbook case - free shipping w/ prime'],air inch macbook," - amazon.com
book of she sareen
books on she sales
books on she sales
books on she sales
books on s","['find deals on 13 inch air macbook case in computers on amazon.', 'find deals on 13 inch air macbook case in computers on amazon.']",152.3196096,
['lds books on at amazon - amazon.com'],amazon.com books on," amazon - low prices on nal - amazon.com
books on card bdar - millions of titles
shop book shelf spi","['buy lds books on at amazon! free shipping on qualified orders.', 'buy lds books on at amazon! free shipping on qualified orders.']",37.39425864,
['books about bones - free 2-day shipping w/ amazon prime'],free w/ bones,"oo - amazon.com
books on caro
books on cas - amazon - save on rame
books on shelf
macbook pro - save","['low prices on millions of books', 'low prices on millions of books', 'low prices on millions of books']",18.06969869,
['sap hr books - amazon books - official site'],official hr books," - shop low prices - amazon.com
book of she book - millions of title - amazon.com
book of she book -","['browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.', 'browse & discover thousands of computers & internet book titles, for less.']",64.08528342,
['leader book cover'],leader book cover," - shop for office the - amazon.com
book of she book - millions of title - amazon.com
book of she bo",['buy leader book cover at amazon! free shipping on qualified orders.'],108.184377,
['data modeling handbook'],data modeling handbook," - official site
books on she sarascato - save on reference - amazon.com
books on card for kids - of","['books to satisfy anyone from new learners to computer geeks.', 'books to satisfy anyone from new learners to computer geeks.', 'books to satisfy anyone from new learners to computer geeks.', 'books to satisfy anyone from new learners to computer geeks.']",27.01802003,
['macbook air casing at amazon - shop computers & add-ons'],#NAME?," - shop books - amazon.com
books on she - amazon.com
books on she - amazon.com
books on she - amazon","['top-rated macbook air casing. free 2-day shipping with amazon prime.', 'top-rated macbook air casing. free 2-day shipping with amazon prime.', 'top-rated macbook air casing. free 2-day shipping with amazon prime.', 'top-rated macbook air casing. free 2-day shipping with amazon prime.']",26.26174357,
['rebus puzzle books - amazon.com'],rebus books -, save on readers - save on readers - save on readers - save on readers - save on readers - save on r,"['free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books', 'free 2-day shipping w/ amazon prime low prices on millions of books']",40.8936259,
['the betty crocker cookbook'],crocker the cookbook," - official site
books on she sarascay - save on reference - shop low prices & save on real book - a","['buy the betty crocker cookbook at amazon! free shipping on qualified orders.', 'buy the betty crocker cookbook at amazon! free shipping on qualified orders.', 'buy the betty crocker cookbook at amazon! free shipping on qualified orders.']",42.11419129,
['usb to ethernet for macbook air - free shipping w/ prime'],free to air," for books - save on amazon.comal
book of selling - save on amazon.comal
book of selling - save on a","['find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.', 'find deals on usb to ethernet for macbook air in computers on amazon.']",33.06320579,
,,,,,51.50007837
